	sentence	sentiment
1412	ipaa enna panna poroom...     Sweet saapida porom...    Semmma	positive
1413	Come on thala veriyans just 240k likes to need	positive
1414	Thalaivar na summa va  fire	positive
1415	Indha time miss aahudhu	positive
1416	Rajni kanth sir with akshaykumar woww	positive
1417	Last la Malaysian language ningge romba naal wait pannano enna kandupudike semma	positive
1418	Semma thala get hurt kattuthu trailer yaaru 1st pathathu like pannunga	positive
1419	Waiting for you thalaivaa    vaa vaa vaa eppa varuva	positive
1420	@1:05   100 varusa cinemala ithan best dialogue	positive
1421	Pakka mass intro Ajith Kumar sir	positive
1422	King is on the way.........tharamana sambavam iruku. Endtha pongal ku	positive
1423	Waiting for thala dharisanam nalaiku pwolikalam	positive
1424	Akshay kumar ghost ah robo va?	neutral
1425	Thalaivar sema... Old thalaivar pakura mathiri iruku... Thanks to karthik subbaraj	neutral
1426	Valthukkal enrum thalapathy rasigan samayan maduraikaran	neutral
1427	Mela vandhavanta thaan keka முடியும் paithiyakara payaluga	negative
1428	Ennada ithu innum trending la varavae illa tralier	negative
1429	Evlo periya actor Rajini sir. Arasiyaluk mattum varaama irundha semmaya irundhrukkum...	negative
1430	Thalaiver mass Aakko Anirudh semma music	positive
1431	Kadaisiya dance semmaiya irukudhu Eagerly waiting for thalaivar's pongal 2k19....	positive
1432	Ongammala kuttu va pundaila vadai sudurom	negative
1433	padam mass erukum thalapathy fans sarp wisas	positive
1434	Thalaiver Eppavum MASSS thann..Pettaila innum MASSS...Tq Kaarthik subburaj Sir...Munnadi iruntha Thalaivar style la marupadium kondu vanthathuku...	positive
1435	Super semma vera level thala maaassss	positive
1436	Daii Ena da 10million views vanthudichi trending LA varla ena nadakuthu YouTube LA..	neutral
1437	Thala fans Yaravadhu reason sollunga Viswasam trailer ku vandha varaverpu en Nkp ku varala	neutral
1438	Kandasamy and Mugamoodi mixed nu nenaikre....	positive
1439	Petta k but visuvasam trailer is  still not release	neutral
1440	wow yr ye to sbse alg ha	negative
1441	Mass I am waiting...   Thalapathy fanz	positive
1442	watha therikuthu every seen dialog marana diwali iruku	negative
1443	Ena views ea athigama agala apadiyea nikithu..	positive
1444	I am from telugu  Trailer untrusting	neutral
1445	at last he talk in Malay. u kena tunggun lama lagi	positive
1446	Superman films won't run in tamilnadu Saago ,mugamoodi nyabakam irukka	positive
1447	Nan shalini vachi kai adika poran......ahh shalini ahhhhhhhhhhhhh	positive
1448	Kiruku thanamana oru trailer...idhunala yaruku enna use	neutral
1449	Thalaivaa.. ... nee epavume superstar thaan....	positive
1450	Ippo namma enna panna porom!!!!!sweet sapada porom!	positive
1451	WHAT DID YOU SAY.... Roar .....	positive
1452	Surukkamaa sonna intha generation pasangaluk baasha, padayappa theatreleh poy paakkamudiyaadhavungalukk thalaivara kudukkara oru chinna treat (marana kaatt) vere level	positive
1453	1m likes varathu athaukku enga தளபதி தா வரணும்	neutral
1454	padam patuthu trailer pakuruvunga like podunga	positive
1455	Ippa enna panna poro sweet sapta poro sema pakka marana massu thalaivar	positive
1456	Bigil Ku wait panravanga like podunga	negative
1457	Bgm Vera level..... waiting to see in big screens	positive
1458	Paathute iruken marubadiyum marubadiyum Avlo pudichiruku  only for thala nd U1	positive
1459	Flat  proud to be a talaivar fan ! Rajinified ! Sirapana taramana sambavatha inimethan paka porom !	negative
1460	Thala innum neraya neraya neraya neraya....🥂	positive
1461	Happy yo see u thala  eppavum ungal naal vazhiyil ungal rasigargal	positive
1462	Fan of super  star @ Telangana	positive
1463	90's Thalaivara thirupi thandaduku BIG thanks to Karthik Subburaj	positive
1464	Mr. Ajith looks so good I miss Sridevi mam	positive
1465	Thala Thala Thala mass mass mass	positive
1466	Thanks fans from karnataka hit like here	positive
1467	2019 blockbuster movie  herelike buten andra fans  from #PAWANKALYAN fans in andra	neutral
1468	Verithanam sk anna verah level sk anna  thalah solah varthaiyah ilah sk anna super annah	positive
1469	First odamba korachuto apram nadika vanga thayavu senju 🥵	negative
1470	Mrana Mass iliya suppr star DHANUSH	positive
1471	THALA always masss.. Ippo sollava venum U1 music vera level ah irukkum...	positive
1472	Neariya neraiya neraiya.... Amah mudi rombha dhan nerachurukku	positive
1473	Jai Thala Ajith, andra Ajith fan	positive
1474	Last dialogue Thala un fans ku sollu atha	positive
1475	Aiyoyoyoyo waiting la yae veri eruthe	positive
1476	Ranjith Neuma da trailer patha.. Parthu irutha Sethuru	negative
1477	VIEWS ALLUDAY  KADARUVAAN GALAY  PAAVAM THALAIVAA  ELLA NADIGARAYUM VODA VIDuRENGALAY	neutral
1478	Neega Vena mass ah irukalam aana en mass Enna nu theriyathula October la katren  Super thala	positive
1479	Rajini competing young hero’s waaa 🥰	positive
1480	Indha varusham Rendu padam Semma treat ‍‍‍‍‍‍‍‍	positive
1481	Petta trailer therikkithu SIVA engada irukka Thalaya eppada katta pora.	positive
1482	Asuran trailer no 1 so nice	positive
1483	Thala  yuvan bgm vera level	positive
1484	Semmmaaaaaa I am waiting....     .. .	positive
1485	My dear ajith Anna super thala....movie sekirama release pannuga	positive
1486	Petta paraak.....kola gandula iruken kollama vidamaten	positive
1487	Yen bro dislike pannuriga movie semaya thanks erukku	positive
1488	Thala mass ungalukkaka naan hindi version pakkave illai love u ajith sir	positive
1489	Correct sir,sirappana tharamana sambavum neangalum inimele tha pakka porenga.viswasam	positive
1490	Paithiya kara makkal irukira varaikum, indha madhiri thiramaiya illama, rasigarla vachikinu kalatha ottara herosla ivarum orutharu....	negative
1491	Look like marvel movie feel super	positive
1492	Wonderful movie. Karthi Vera level..keep rocking	positive
1493	Neenga matum dha super star.. Vera endha nayum illa thalaiva...	positive
1494	Konjam late aa vita padam blockbuster....bigil kooda vendam..aprm kastam thaan	positive
1495	Bgm is killing 1:47 to 2:00	positive
1496	Petta #1 Trending on Singapore :)	positive
1497	Dislike full ah vijay fan ah than iruppan🤣🤣	negative
1498	Paaka thaane pora intha kaaliyude aattathe, pongal will be petta parak, love from kerala	positive
1499	Appada!!!  Sirutha Siva ila..  Happy  Vera level ultimate..	positive
1500	Flop  Vjs naathari paiyale Tony saabam unna summa vidaathu	negative
1501	vetri maran pundai ku itha vita vera ethum theriyathu thevidiya magan vetri maran and dhanush lusu koothi	negative
1502	Saho trailer 20 hrs le took more views. Nerkonda paarvai nakkitu poirchu.	negative
1503	Hmkum..... story seems to be ok....padam epdi irukkumo	positive
1504	Intha diwali KARTHI ANNA DIWALI DA	positive
1505	Mavane kola gantile irukken kollama vidamatten🤗 Thalaivaa	positive
1506	semma 2.0.....kanna suma trailer tha main picture innu pakilla. . suma adrudhuilla	positive
1507	Shankar Sir vfx is awesome Semma	positive
1508	Nelam irundha eduthuppanunga..! Kaasu irundha pudingippanunga..! Padippa maattu.......!!!!!!!!	positive
1509	Simply supere pu....appu viswasam kusuvasam athan pu...	positive
1510	Super Thalaiva ! Intha pongal semaya eika pohuthu ! Oru pakkathula Thalaivarum innoru pakkathula Thalayum !!!! Sema happy enaku !	positive
1511	Shankar , thappu pannitinga Akshay Kumar Ku bathila Sivakumar a villain a choose pannirntha innum Nalla irundhurukkum	positive
1512	Thalapathy fans #asuran ku support pannu rengana...oru like pannitu ponga	positive
1513	THALA always masss.. Ippo sollava venum Y1 music vera level ah irukkum... .	positive
1514	Are u virgin... Fuck me.... By ajith	negative
1515	Thala pol varumaa...Veri Level !	positive
1516	Mbl ah. Pathale ipolam bayama iruku .	negative
1517	Padam paathumudichavanga like.  . Padam vera level	negative
1518	Bigilku ahppu ready saugada Vijay fans	positive
1519	Ivanga appan oru jathi veri piducha nayee	positive
1520	Unga mass epavume vera level ji...	positive
1521	Enakku therinja varaikkum idhu Ellam avan seyal 2   va irukkum.If you feel the same hit a like.	negative
1522	Sathiyama soldren adichi underwear oda ooda vitruven	neutral
1523	My god trailer chuma athurthu	positive
1524	Blacksheep guys enna da panringa	positive
1525	One Hours 464 k views	positive
1526	Ithu Kollywood ah Bollywood ah ila Hollywood ah pah?!! Ellam kalanda Kalavai ah?!	positive
1527	Thala neeinga thn king of mass🤘🤘	positive
1528	Indha trailer Ku kuda  dislike pana  aalungala Ellam Thiruthavey mudiyathu akka thangachi kuda porandhavanguluku intha movie puriyum	positive
1529	Eppa enna pana porom....thalaivar : sweet sapeda porom...	positive
1530	Thala vera level and waiting for merkonda parvai like here	positive
1531	Ajith ku set agala.. No mass scene	positive
1532	Innoru #rekka movie ah aagita poguthu.......	negative
1533	Thala   Thala  Thala  தல  தல  தல	positive
1534	Very mass . Mass varanum rajini fans hit like	positive
1535	Mass na superstar , superstar na mass ...Petta paraak ..	positive
1536	Marana waiting Thalaaaaaaaaaaaaaaaaaaaaaaa and miss you tapsee I love her 🥰🤩🤩🤩🤩🤩🤩🥰🥰	positive
1537	Shankar g Hollywood level padam edukuringa ana logic yenga	positive
1538	Biggest movie in india super star	negative
1539	Only one word to say.... Semmaaaaa	positive
1540	Thala vandha mass aana indhamaari vaara level thala nale tharu maru🤘🤘🤘🤘🤘	positive
1541	That padipu dialogue.... Get ghoosbumbs..... Azhiya Selvam...	positive
1542	0:55 Thalaivan Makkal Selven on fire	negative
1543	so so so mitta vera laval  mass mass mass  i am waiting	positive
1544	dhanush ku vayasu koranjite poguthu nu nanaikaravanga lam like pannunga	negative
1545	Feeling like watching iru mugan 2	positive
1546	Ada chaii innum 1m like varleya    pavam da amais neenga  surya fanz sembadichum onnum velaikagaleya🤣🤣🤣	neutral
1547	Wats happng guys y no likes	positive
1548	Vaaaa Thalaivaaaaa. Sure shot hit thaaan	positive
1549	Ithuvum caste sammantha pattatha..yennaga neengaluma... caste ah olikuren olikurenu sollitu ippdi valathutha viduringa deivame..	negative
1550	Thala fan's la oru like podunga	positive
1551	Aniruth Enbar Yuvan Enbar GV Arumai puriyathor🤩	positive
1552	Only akki fan like and superstar rajni fan comment	neutral
1553	idhu madhiri padam dhaan karthi sir kitta irundhu venum superb	negative
1554	Arjun irukaru adhunala indha movie koncham pakalam sk muncha pathale siripu than varudhu	positive
1555	Karthik subburaj mass aaah katirkaru ya	positive
1556	All time super star in India cinema	positive
1557	low caste pasangala pathina padama  Avlova hit agathu	neutral
1558	Itha patha mask mathiri theriyale,Mugatha marachathan mask,Kanna mattum Maracha Athu peru Kannadingo 🤣🤣🤣	positive
1559	appo varalaaru movie la ajith uncle ah paatha maathiriye irukku paah !!! semma acting !!!	positive
1560	Tqq 🤩 sooo much karthik, thalaivaa Vera level... Never seen before in ds style	positive
1561	Yov Manushana Ya neeStunning Look🤩age is just a number..!!	positive
1562	Dislike. Pannavanlam Ratham kakki tan saaavan	negative
1563	Kolla gaandla iruken, kollama vida maten......	negative
1564	Yenna  Acting ya  THALA NA THALA THA	positive
1565	Marana massssssssss  karthik sir ur awesome	neutral
1566	Idhu varaikum vandha superstar trailerlaiye idhu supernu nenaikuravanga like podunga guys	positive
1567	Arjun Sarja : oru Manusana  Alicharulam Avaru silaya udachuralam ana avaru sindhanaya (Purinjavan Pistha)	positive
1568	thala yoda nalla manasuku ellaamay nallathavay nadakum 2019 mega blockbuster Movie nkp thaan ithula entha santhegamum kidaiyathu	positive
1569	1 like for alltime superstar “thala ajith	positive
1570	Thalaivar pakka mass :) Thalaivar padam na ipdi thaan irukkanum, trailer therikudhu....	positive
1571	Diwali Ku vandha nalla irukum asuran bigil kelmbi irukum	positive
1572	Thala semma mass ah irukiye thala	positive
1573	Intha deepavali Thala fans kuda kondadaporaga	negative
1574	Super se bhi upar    Hai.....2.0 Waiting for 2.0.... Favorite....rajnikant sir ..and akshay Kumar....@LYCA2.0#OFFICIALTRAILAR.#	positive
1575	Superb  Rajni sir superb	positive
1576	Ketukonga da ...oruthar mela irukura viswasathukaga edhuku inoruthara asinga paduthureenga......	positive
1577	bigil apparam yaru pakkranga oru like podunge	positive
1578	...Block block buster for Super star..	positive
1579	Vikram is fucking 53 .  Still badass  and awesome	negative
1580	Othaaaa vera level karthi anna i am waiting na	positive
1581	ippa yaru pa trailera pakka vanthiga	positive
1582	Only can do this RAJINI........ Pettttttttttttttttaaa...... mrana maaaaaaaaaaaaasssssss	positive
1583	Is siva thought him like e hrithik roshan ?	neutral
1584	Are you a virgin ...kaama paara Da dai	negative
1585	Super..Much much better than zero and TOH	positive
1586	Ultimate star Ajithkumar vera level  MASS	positive
1587	Thalaivaa Pakka massssss only one super star	positive
1588	Hyy ethu Telugu movie rangastalam thane...	negative
1589	Trailer mudiyuravarai remake thana nu thonite irukku...  Oru feel e illa...	positive
1590	Gvprakash nee nadikirayo illayo varusathuku 2 padamaavathu music compose panniru..Bgm vera level ah irukku..Songs also	positive
1591	neraya neraya neraya neraya neraya neraya.	positive
1592	Ajith ayo sema va thala va thala	positive
1593	Ennada Siva and team edutha movie maari iruku..	neutral
1594	Karthik subbaraj dheivame thalaivara thirimba kuduthadhuku kodaana kodi nandri	positive
1595	Today NKP trailer yarellam paaka vanthenga	positive
1596	Last pose uh semma mass uh...	positive
1597	Ayyo thala mass,,marana waiting,nee va thala,,	positive
1598	Onda vantha naye ooda ooda virativom engala jathila pirachathu pothum	positive
1599	Antha alavuku elam onum ela nu nenaikuravanga like panunga.	positive
1600	Even, shankar la kuda rajiniku intha look kondu vara mudila .. karthik subaraj pinrapla	positive
1601	Wrong casting manju warrier.danush sir.....bad casting	positive
1602	Dhanush enaya Ivan manushaana paaah verithaanamana acting raa dei	positive
1603	ராஜ்னி சூப்பர் ஸ்டார் Akshay is the best actor	neutral
1604	1.m likes varuma  hit here...	positive
1605	250 Screens nu mela kedaichi irundha Kaithi dhan Mass pani irukum.	positive
1606	But did not beat sarkar vijay is best	neutral
1607	NKP trailer Sema...  Thala voice vera level....	positive
1608	wow thavala sema mass....padam oru pundaikum aagathu	positive
1609	Unbelievable looking like Holly hood movie	positive
1610	Last dialogue sema,,,,,actually niraya peru atha than pantrangaa	positive
1611	Ani neega kalappitinga ponga orchestrationla summa pinnitunga. must use headphones	positive
1612	ippadi oru mass trailer aa irrukumendre athirpakkalea	positive
1613	Vera level  blockbuster  petta	positive
1614	Intha padathula yaru hero .. SK ah illa arjun ah ..	negative
1615	SK Anna fans hit like here	positive
1616	Trailer fantastic but Rajni voice la andha palaya gethu konjam kooda illa.	positive
1617	First Day First Show Poravangalam Like pottuttu Ponga.....	positive
1618	11.6 Million views soon   ...	positive
1619	Thala rasigan in vayalur pudhunagar SHACKARSH	positive
1620	Viswasam BGM ah mix panni potrukar pola...	negative
1621	Visssssss joli mudinchi kola gandula irukaru appadiya odiru	negative
1622	1:55 dai ungala thaan puritha ?	positive
1623	Trailer Elam Nallathan Iruku ana MuGamoodi  Padam Mari Agama irundha Serithan!!	positive
1624	AFTER TRENDING PETTA MORE VIEWS THAN VIS VASAM THALAVAR BACK ON FIRE	positive
1625	1.31 la..... Enga ranagalathulayum kilu kilupu kekudu?	neutral
1626	Trailer pudiklana paakathenga, Athuku yengada dislike pandrenga..🤦‍🤦‍🤦‍🤦‍ loosu pasangala	positive
1627	Ajith paraellama nadipenga epom rompa mosam	negative
1628	GURU MASS... WAITING FOR SISHYAN GETHU...	positive
1629	Podu thagida Petta Paraak  Kola Gaandla irukan	positive
1630	All d best from pspk fans	positive
