	Unnamed: 0	sentence	sentiment	transliteration	translation
836	836	Enaku kalakalappu film dialogue nyabagam thaan varudhu -Idhala nambra madhiri anga iruku	neutral	இநகு கலாகலாப்பு பிலிம் டியாலோகு ந்யாபகம தான் வருது இதாலா நாம்ப்ரா மதிரி அங்கா இருகு	Inaku Kalagalapu Film Dialogue Nyapagama Than Varuthu Itala Nambra Madiri Anga Iruku
837	837	Ammma deee yyyo bgm vara Laval	positive	அம்மா டீ ய்யோ பம் வாரா லாவல்	Amma Dee Yeo Bum Wara Lawal
838	838	Trailer mairu maari iruku, but padam semmaya irukum nu namburan	neutral	ட்ரைலேர் மேரு மாரீ இருகு புட் பதம் செம்மாயா இருகம் நு நாம்பூரான்	Trailer Meru Maari Iruku Put Padam Semmaya Irugam Nu Nampooran
839	839	1st day 1 show booked	positive	1ஸ்ட் டே 1 ஷோ புகெத்	1st Day 1 Show Phuket
840	840	ithu tamil nadu ella ithu enga thala nadu	positive	ஈது தமிழ் நாது எல்லா ஈது ஏங்கா தாலா நாது	Edu Tamil Nadu Ella Edu Enga Tala Nadu
841	841	Gonna be 90's kid movie. Thalaivaaaaaaa vera level thalaivaaaa	neutral	கோன்னா ப் 90ஸ் கிட் மோவி தலைவா வேரா லேவேல தலைவா	Gonna B 90s Kid Movie Thaliva Vera Levela Thaliva
842	842	Mass katradhuna epdi venalum katalam da.....	positive	மாஸ் கத்ரதுநா இப்டி வேனாலம் கட்டாளம் டா	Mas Katratuna Ibti Venalam Katalam Da
843	843	Nkp +visvasam =asuran music... sariyaana mokka avlo worth illa trailer	negative	ந்க்ப விஸ்வஸம் அஸுரன் முஸிக் ஸரியாநா மோக்கா அவ்லோ வொர்த் இல்லா ட்ரைலேர்	Nkpa Viswasam Asuran Music Saryana Mocha Avlo Worth Illa Trailer
844	844	Bat man 2.0	negative	பத் மன் 20	Path Man 20
845	845	Sathyama ivlo nalla irukum nu ninaikala...	positive	ஸத்யமா இவ்லோ நல்லா இருகம் நு நீநைகலா	Satyama ivlo nala irukam nu neenaikala
846	846	Ivan munjikyu 2 heroins kevalo panipaye	negative	இவாந முந்ஜீக்யூ 2 ஹைரோயின் கேவாலோ பானிப்பயே	Ivana MunjeeQ 2 is drinking kevalo of heroin
847	847	Never ever seen vfx like this	neutral	நெவர் ஏவர் ஸீந வெக்ஸ் லைக் தீஸ்	Never Ever Seen Wex Like These
848	848	90's kid sakthiman fans ....hit like ....	positive	90ஸ் கிட் ஸக்தீமன் பன்ஸ் ஹித லைக் 	90s Kid Sakthiman Buns Hita Like
849	849	Dai evan dislike potalum ellarukum pudicha trailor adu marathu da manga madainungala.... NKP AWESOME...	positive	டை ஏவான் டிஸ்லிக் பொட்டாளம் எல்லாருகம் புதிசா ட்ரேலோர் அது மராதும் டா மங்கா மடஎய்னூங்காலா ந்க்ப அவேசோம்	Die avon dislik potalam ellarugam budisha trelor atu marathum da manga madaeinungala nkpa awesome
850	850	enga ajith munnadi evan oru mairum pudunga mudiatha	neutral	ஏங்கா அஜீத முந்நதி ஏவான் ஓரு மேரும புதுங்கா முத்யதா	Enga Ajitha Munnadi Evan Oru Meruma Pudunga Muthyata
851	851	1.55 watching again and again   Kolakandula erukan kolama vidamatan	negative	155 வாட்சிங் அகின் அண்ட் அகின்   கொலாகம்டுலா ஏருகாந கோலாமா விதமாதன்	155 Watching Akin and Akin Kolakamtula Erukana Kolama Vidhamathan
852	852	Yarukkelam dhanush Anna movie pudichirukko avunga like pannunga	positive	யாருக்கேலாம் தநுஷ அந்நா மோவி புதிசிருக்கோ அவுங்கா லைக் பன்னுங்கா	Aunga like pannunga for anyone
853	853	Make 1M likes as soon as possible	positive	மக் 1ம் லீக்ஸ் அஸ ஸூன் அஸ பாஸ்ஸிபிள்	Muck 1st leaks as soon as possible
854	854	Vithule soru ilena paravale.pilenge school padikathiyum paravale..ana..actor pi 2 manggu vangi tinnulenah pundengeleke thukomo savo varathu phuikkk	neutral	விதுல ஸோரும் இலேநா பரவாலேபிலெங்கே ஸ்கூல் பதீகதீயும்ம் பரவலேஅனாக்டர் பீ 2 மங்க்கு வம்கீ டின்நுலேனா புண்டெங்கெலேகே துகோமோ சாவோ வராதும் புயிக்க	Vidula zorum ilena paravalebilenge skool padeekadiyum paravale anactor b 2 mangku wamkee tinnulena pundengelege tukomo sao varatu puiki
855	855	Dai indha rajini ah dhaan da pala varshama naanga kekrom	positive	டை இந்தா ராஜீநீ அ தாந டா பாலா வர்ஷமா நாம்கா கேக்ரோம்	Die inda rajini a thana da bala varshama namka kegrom
856	856	U1 bgm theri mass. Bgmukahavay movie paakkanum	positive	உ1 பம் தேரி மாஸ் ப்க்முகஹாவாய மோவி பாக்கானம்	U1 pam teri mas pkmugahavaya movi pakhanam
857	857	Court scene theater summa adhira pogudhu  Thalaaaaaaaa	positive	கோர்ட் ச்சென் தீட்டர் சும்மா அதிரா போகுது  தலா	Court Chen Teater is just going to go alone
858	858	Vikram Sir You are Rockstar	positive	விக்ரம் சிர் யூ அர் ராக்ஸ்டார்	Vikram sir you are rockstar
859	859	Kaithi jeyil layae irrukirathu nallathu .... BIGIL on the way .....	negative	கைதீ ஜேஈல லய இர்ருகீராதும் நல்லாதும்  பிகில் ஆன் தே வ்ட 	Kaidee Jeela Laya Irrugirathum Nalladuum Bigil An Te Vda
860	860	Pink remake but ajit is good	positive	பிங்க் ரேமாம்க் புட் அஜித் இஸ் கூத்	Pink Remamk Put Ajith Is Kooth
861	861	Not  realistic  but  entertain  side  nokumpol  kollaam	neutral	நாத  ரீலிஸ்டிக்  புட்  என்டர்ட்ன்  ஸைட்  நோகும்போல  கொல்லாம்	A realistic put entertn site can kill
862	862	Ean ya unaku intha vendatha velai	neutral	இன் யா உனாகு இந்தா வேந்ததா வேலாஈ	In ya unaku inda ventada velaee
863	863	Warning to another movie: sentiment irundhaa oodi poiru kola gandu la irukken kollaama vidamaaten	positive	வார்னிங் டூ அனோதர் மோவி சென்டிமெண்ட் இருந்தா ஊடி பாயிரு கோலா கண்டு லா இருக்கேன் கொல்லாமா விதாமாதேன்	WARNING TO ANOTHER MOVIE SENTIMENT If there is any sentiment, Ooty Pairu Kola, I will not leave.
864	864	Oruthar mela viswasam kaatradhukaga..yn inoruthara kevala paduthuringa	positive	ஓருதார் மேலா விஸ்வஸம் காத்ரதுகாகய்ன் இநோருதாரா கேவாலா படுதுரீந்கா	Oruthar Mela Visvasam Katratugakain Inoruthara Kevala Baduthurinka
865	865	Pakka Mass daa. Die Hard fans from Telugu. Superb Abba..	positive	பக்கா மாஸ் தா டி ஹர்த் பன்ஸ் கார்ம் தெலுங்கு ஸுபெர்ப அப்பா	Bakka mas tha d heart buns karm telugu superba appa
866	866	Looks like remake of Pink movie..	positive	லூக்ஸ் லைக் ரேமாம்க் ஆப் பிங்க் மோவி	Looks like a remake of Pink Movie
867	867	U1 kola mass bgm. Verithanam pannitinga ponga	positive	உ1 கோலா மாஸ் பம் வேரீதநாம் பந்நீதிங்கா போங்கா	U1 kola mas bum vreedanam pannithinga bonga
868	868	Pakkka masss #2.0 Vera level #தலைவா 🤘🤘🤘🤘	neutral	பக்கா மாஸ் 20 வேரா லேவேல தலவ 	Pakka Mas 20 Vera Levela Talava
869	869	శివకార్తికేయన్ ఫ్యాన్స్ ఆంద్ర నుండి ఒక like వెసుకోండి....super trailer... Blockbuster movie...	neutral	శవకరతకయన ఫయనస ఆదర నడ ఒక லைக் వసకడஸுபர் ட்ரைலேர் ப்ளாக்புஸ்டர் மோவி	Savakaratakayana Fayanasa Aadara Nada One Like Vasakadas Super Trailer Blockbuster Movie
870	870	Thala fansna sumava Sema union PA..... Pullarikuthu	positive	தாலா பம்ஸநா ஸுமாவா சேமா யூனியன் பா புல்லரிகுது	Tala pamsana sumava sema union ba pullarikutu
871	871	I from Karnataka m Vikrams fan	positive	இ கார்ம் கர்நாடக ம் விக்ரம்ஸ் பன்	E Carm Karnataka and Vikrams Pan
872	872	Vera level rajini is the mass	positive	வேரா லேவேல ராஜீநீ இஸ் தே மாஸ்	Vera Levela Rajini Is Te Mas
873	873	Panday nee la Enga Thala ku opposite ah Otha poturuvom	positive	பாண்ட்ய நீ லா ஏங்கா தாலா கு ஓப்பாசிட் அ ஓதா போதுருவோம	Pandya ne la enga tala ku oppasit a otha patruwoma
874	874	Ule poyi pani noku  Thalapaty 63 teaser varattu  marana milin viwers irukku from kerala	positive	உலே போயீ பாணி நோகு  தலாபதி 63 டெஸ்ர் வரத்து  மராநா மிலின் விவர்ஸ் இருக்கு கார்ம் கேரளா	Ule Boye Pani Nogu Thalapati 63 Tesr Varathu Marana Milin Vivars Ruku Garm Kerala
875	875	Enga thalaivanna summava  Ippo paruda indha Kaali oda aatatha  Kaala mudinchu Kaali ya vandhirukaruda	positive	ஏங்கா தலைவந்நா சுமவா  இப்போ பருடா இந்தா காலி ஓடா ஆததா  காலா முதின்சு காலி யா வந்திருகருடா	Enga talaivanna sumava ippo baruda inda kali oda adatha kala mutinsu kali ya vandrukaruda
876	876	virtual reality la uta naangalum veetlayey 3d la papom la !!!!!!!!	negative	விர்துவல் ரியாலிட்டி லா உதா நாம்கலம் விடலாயேய 3த் லா பைபோம் லா 	Virtual Reality Law eg Namkalam Vidalaya 3th Law Bibom Law
877	877	appada... kitta thatta 4,5 varusama oruthan kitta maatikittu saavadichaaru... ipothan konjam vithiyasama rasikira mathiri iruku... keep it up thala...	positive	அப்படா கித்தா தட்டா 45 வருஸமா ஓருதந கித்தா மாதிகீத்தும் ஸாவாதீசாரு இபோதந கொஞ்சம் விதீயாஸமா ரஸீகிரா மதீரீ இருகு கீப் இட உப தாலா	Appada Kitta Thatta 45 Varusama Orutana Kitta Madikeetum Sawadeesaru Ibodana Little Vidiyasama Rasegira Madiri Iruku Keep Ita Upa Tala
878	878	Ajith Kumar Pera Theatre Pakkka Marana  Waiting Thala Bloods	positive	அஜீத குமார பேரா தேட்ரே பக்கா மராநா  வைடிங் தாலா ப்ளூட்ஸ்	Ajitha kumara pera thetre baka marana whiting tala bloods
