	Unnamed: 0	sentence	sentiment	translation
521	521	Lalettante katta fan aanu njan all the best laletta	positive	Lalettante katta fan aanu njan all the best laletta
522	522	Ithenthu killichundan mambazhama.... ithokke namude raju ettanu koduthal pollichadukiyene..	negative	Ithenthu killichundan mambazhama.... ithokke namude raju ettanu koduthal pollichadukiyene..
523	523	Padam poliyum ennu urappayi. Rajadhi Raja enna thara padam pole.	negative	Padam poliyum ennu urappayi. Rajadhi Raja enna thara padam pole.
524	524	Ithu polikkum urappa...kidu..... Prithvikoodi undaavanamennu aagrahikkunnu... By a lalettan fan	positive	Ithu polikkum urappa...kidu..... Prithvikoodi undaavanamennu aagrahikkunnu... By a lalettan fan
525	525	teaser erakune munbe 1.4 dislike..  enthina enn manasilayaila...	negative	teaser erakune munbe 1.4 dislike.. enthina enn manasilayaila...
526	526	Entammoooo lalettan clean shave look maarakam katta waiting for odiyan ettan daaaa	positive	Entammoooo lalettan clean shave look maarakam katta waiting for odiyan ettan daaaa
527	527	Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass	positive	Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass
528	528	Versatile Star Jayasurya  Mass kaa baap  pwoli item loading.......	positive	Versatile Star Jayasurya Mass kaa baap pwoli item loading.......
529	529	Rajuvetta katta waiting for Lucifer	positive	Rajuvetta katta waiting for Lucifer
530	530	How Ande PONNO RameshPisharadi Pani Padichu Varunnud  Samvidhanam Anna Pani Ee kanichathinel Nannayal Mathiyayirunnu Ee Cinima	neutral	How Ande PONNO RameshPisharadi Pani Padichu Varunnud Samvidhanam Anna Pani Ee Kanichathinel Nannayal Mathiyayirunnu Ee Cinima
531	531	Sooragetta poolichutoo last dialogue epic	positive	Sooragetta poolichutoo last dialogue epic
532	532	trailer kandu full comedy aanannu manasilakkivar evde come on	positive	trailer kandu full comedy aanannu manasilakkivar evde come on
533	533	Katta mammokka fans like buttonil power kanikku Trailer polichu	positive	Katta mammokka fans like buttonil power kanikku Trailer polichu
534	534	odiyan thulapichu myran V A Sree kumar kopan poda	negative	Odiyan thulapichu myran V A Sree kumar kopan poda
535	535	November 21 avan kathirikunnavar like adich pwolikk🥰	positive	November 21 avan kathirikunnavar like adich pwolikk
536	536	Pullikaranstaraa.best actor ee randu padangalude oru mix ayi thoni	neutral	Pullikaranstaraa.best actor ee randu padangalude oru mix ayi thoni
537	537	madhura raja trailerinu surya fansinte ashamsakal	positive	madhura raja trailerinu surya fansinte ashamsakal
538	538	Jayasuriya Vijaya Babu Combination After Aadu Movie.	positive	Jayasuriya Vijaya Babu Combination After Aadu Movie.
539	539	Eanth oola trailer korch kanji eadukkattee🤣🤣	negative	Eanth oola trailer korch kanji eadukkattee🤣🤣
540	540	Ee cinema ethayalum mammukaude blockbuster movie ayyirikum.100%	positive	Ee cinema ethayalum mammukaude blockbuster movie ayyirikum.100%
541	541	Asif ikka ye screen il kaanan katta waiting..	positive	Asif ikka ye screen il kaanan katta waiting..
542	542	Dec 12 onn akan etra nalay waiting anu	positive	Dec 12 onn akan ethra nalayi waiting anu
543	543	ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram	positive	ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram
544	544	Polichu trailer mass padam marana mass aarikkum urapp	positive	Polichu trailer mass padam marana mass aarikkum urapp
545	545	Katta waiting. Nalla padamaanennu thonnunnu.	positive	Katta waiting. Nalla padamaanennu thonnunnu.
546	546	Laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi	negative	Laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi
547	547	real fansinu kuru potti tudangi 1.4k dislikes	negative	real fansinu kuru potti tudangi 1.4k dislikes
548	548	Kalipp look and katta kalipp trailer.. blood boil moment	positive	Kalipp look and katta kalipp trailer.. blood boil moment
549	549	lucifier onnum onnum alla  eth raja da	neutral	lucifer onnum onnum alla eth raja da
550	550	Mattoru DHRISHYAM...  aakum..  Aakattey..  Athinte soochana trailer il und	positive	Mattoru DHRISHYAM... aakum.. Aakattey.. Athinte soochana trailer il und
551	551	Kidilolkidilam item. Katta Waiting For Odiyan	positive	Kidilol Kidilam item. Katta Waiting For Odiyan
552	552	1:02 ... idakk pulimurugante bgm pole varunnu	neutral	1:02 ... idakk pulimurugante bgm pole varunnu
553	553	Indhrans fansinte ellaa aashamsakalum supportum!!! Pwolikku makkale!!!!!	positive	Indhrans fansinte ellaa aashamsakalum supportum!!! Pwolikku makkale!!!!!
554	554	Athra thavana kanditum madip thonunile oru rekshym ile super	positive	Athra thavana kanditum madip thonunile oru rekshym ile super
555	555	Endhokke aayirunnu malapuram kathi.kozhikode aluva	negative	Enthokke aayirunnu malappuram kathi.kozhikode aluva
556	556	Valluvanaadi ne poole aavan Oru Range venamedaa	positive	Valluvanaadi ne poole aavan Oru Range venamedaa
557	557	Pwli oru rakshyum illa muthaa ikkaaa	positive	Pwli oru rakshyum illa muthaa ikkaaa
558	558	Report adikkunna lallunnikalle pokkooo vella panni eduth jeebikkedaaa	negative	Report adikkunna lallunnikalle pokkooo vella panni eduth jeebikkedaaa
559	559	prayam koodum thorum cinema adipwoli akukayanallo	positive	prayam koodum thorum cinema adipwoli akukayanallo
560	560	Ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗	positive	Ikkakkaano! ettanaano! koodhuthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗
561	561	Ente ikka oru rakshem Ulla	positive	Ente ikka oru rakshem Ulla
562	562	Bgm okke powli.... But poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla..... Endhokayo suspence und enn manasilayi......... Waiting	neutral	Bgm okke powli.... But poster kond undakiya oru roomajam teaserinu tharaan kathulla..... Endhokayo suspense und enn manasilayi......... Waiting
563	563	Last dialogue.... oru rakshem illla... .... Asoooya verum asoooya.... Sontham naadine vittukodukunna kali illa enth vannalm...	positive	Last dialogue.... oru rakshem illla... .... Asooya verum asooya.... Sontham naadine vittudokukunna kali illa enth vannalm...
564	564	Athu ___ Makkladaa ee jathi iteamsoka dislike cheyyunaaa.... Raju vs Lalu...	negative	Athu ___ Makkladaa ee jathi iteamsoka dislike cheyyunaaa.... Raju vs Lalu...
565	565	ithil mammookkayude mukavum shabdhavum mathrame ullu  body mattarudeyo annennu thonnunnu  entho evideyo ....	neutral	ithil mammookkayude mukavum shabdhavum mathrame ullu body mattarudeyo annennu thonnunnu entho evideyo ....
566	566	Madhura Raja ....Pokkiri Raja....Rajadhi Raja...Bellaadi Raja Raja Always Mammookka Da	positive	Madhura Raja ....Pokkiri Raja....Rajadhi Raja...Bellaadi Raja Raja Always Mammookka Da
567	567	Pani Ariyavunaknd thanneya pidichu nikune .. 🥰 oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka	positive	Pani Ariyavunaknd thanneya pidichu nikune .. 🥰 oru family feel good movie koodi vrununde ... Happy Birthday Mammooka
568	568	Entha oru enegy nammude daddy girigayum undu ithu polikum	positive	Entha oru enegy nammude daddy girigayum undu ithu polikum
569	569	Ithrayum pratheekshichillaaa. Ikkayude pilleru tripple allaa 100 madangu strong aahhh	positive	Ithrayum pratheekshichillaaa. Ikkayude pilleru tripple allaa 100 madangu strong aahhh
570	570	Ith polikun Nighal ath parayunnu Polikumo illayo Polikum akil like cheyu	positive	Ith polikun Nighal ath parayunnu Polikumo illayo Polikum akil like cheyu
571	571	Surajanenn trailer pakuthyethiyappo mathrame manassilayullooo... surajettan pwoli	positive	Surajanenn trailer pakuthyethiyappo mathrame manassilayullooo... surajettan pwoli
572	572	Lusifer oniladhigam kanubol lagadikumpole enalum kolam	neutral	Lucifer oniladhigam kanumbol lagadikum pole ennalum kolam
573	573	Teateril poi kanan katta waiting ayavar like adiche.. ikka ishtam	positive	Teateril poi kanan katta waiting ayavar like adiche.. ikka ishtam
574	574	Ntemmo... Romam eneett ninn dance kalikkunn.. Rajaaaa return	positive	Ntemmo... Romam eneett ninn dance kalikkunn.. Rajaaaa return
575	575	entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass	positive	entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass
576	576	Ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir	positive	Ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir
577	577	Erangana mumb 285 dislike ejjayi mayrol	negative	Erangana mumb 285 dislike ujjayi mayoral
578	578	Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!	negative	Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!
579	579	Ithu polichuuu ..   Tovinoo .. Broii .. I m also a ichayan of mii kalla kochu .. .	positive	Ithu polichuuu .. Tovinoo .. Broii .. I m also a ichayan of mii kalla kochu .. .
580	580	Ee 2019 enna varsham Maamookkant thanne aan	positive	Ee 2019 enna varsham Maamookkant thanne aan
581	581	Dislike adichavarkk enthe naduviral namskaram	negative	Dislike adichavarkk enthe naduviral namaskaram
582	582	Trailer kollam but movie flopp aavum	neutral	Trailer kollam but movie flop aavum
583	583	Ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu	positive	Ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu
584	584	2.7 k dislikes irangunnadinu munne thanne vannalloooo	negative	2.7 k dislikes irangunnadinu munne thanne vannalloooo
585	585	Pirates of the Caribbean .. Peru maati ettal aalkar chilappol like adikkum..  Aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu.	negative	Pirates of the Caribbean .. Peru maati ettal aalkar chilappol like adikkum.. Aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu.
586	586	Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!	positive	Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!
587	587	Ippozhum repeat adich kanunnavar ivdey like ikka🥰	positive	Ippozhum repeat adich kanunnavar ivdey like ikka
588	588	immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu #proudofyou mammookka	positive	immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu #proudofyou mammookka
589	589	Mamoookaaaa massssss.....uff rakshayillaaaa...ikka ennum mass ka bapp	positive	Mamoookaaaa massssss.....uff rakshayillaaaa...ikka ennum mass ka bapp
590	590	Otta peru MAMMOOTY  എജ്ജാതി bgm kodoora mass Apo eidum abrahaamin	positive	Otta peru MAMMOOTTY Ejjati bgm kodoora mass Apo eidum abrahamian
591	591	ikka ennum top lanu one and only raja	positive	ikka ennum top lanu one and only raja
592	592	#brothersday yil prithwiraj sukumaran #LAD il mallika sukumaran #ittimaniyil late sukumaran This onam polikkum	positive	#brothersday yil prithwiraj sukumaran #LAD il mallika sukumaran #ittimaniyil late sukumaran This onam polikkum
593	593	vere vella panikk poda..nayinte mone....thantha kelava...lalettante myr nakkan polum anne kond pattillada pooraaaa...	negative	vere vella panikk poda..nayinte mone....thantha kelava...lalettante myr nakkan polum anne kond pattillada pooraaaa...
594	594	Nannayi varatte . Manassil niranja Ashamsakal	positive	Nannayi varatte. Manassil niranja Ashamsakal
595	595	Ente ponnu mammokka ningalekkondu oru rakshayumillallo	positive	Ente ponnu mammokka ningalekkondu oru rakshayumillallo
596	596	Dislike cheyyan kore ennam irangiyittund...	negative	Dislike cheyyan kore ennam irangiyittund...
597	597	Ikkaykk lalettan fans inte vaka oru adipoli wish	positive	Ikkaykk lalettan fans inte vaka oru adipoli wish
598	598	Rajetta ithreyum pratheekshchillaa.... kidu feel... romaanjam. Ithu pwolikkum	positive	Rajetta itreyum pratheekshchillaa.... kidu feel... romaanjam. Ithu pwolikkum
599	599	Trailer poli.   pakshe..... Copy sundar sherikkum copy aanenn sammadichu	neutral	Trailer police. pakshe..... Copy sundar sherikum copy aanenn sammadichu
600	600	Onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum	positive	Onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum
601	601	Mamangam ikka ithre vendu katta waiting	positive	Mamangam ikka itre vendu katta waiting
602	602	Ee haters vann dislike adichalum 240k like und makkale..	negative	Ee haters vann dislike adichalum 240k like und makkale..
603	603	Engane unlike cheyyan thonnanu....ee kanikkunath Kerala police nte motham avasta aanu .....	negative	Engane unlike cheyyan thonnanu....ee kanikkunath Kerala police nte motham avasta aanu .....
604	604	We r waiting 4 stephen nedumumpalli.lalettan rajuvettan combo mooshamaavilla yennariyaam. Trailer polich	positive	We r waiting 4 stephen nedumumpalli.lalettan rajuvettan combo mooshamaavilla yennariyaam. Trailer police
605	605	laletta oru raksha illaa all over super annu.. thanks to prithvi	positive	laletta oru raksha illaa all over super annu.. thanks to prithvi
606	606	Theme doom patrol le pole undallo	neutral	Theme doom patrol le pole undallo
607	607	Ente ammo kidilol kidilam. Oru raksha illa. Prayathe vellum veeran	positive	Ente ammo kidilol kidilam. Oru raksha illa. Prayathe vellum veeran
608	608	Ithu kandittu eganna unlike addikan thothuthooo avoo🤔	positive	Ithu kandittu eganna unlike addikan thothuthooo avoo🤔
609	609	Ninga polik ikka namma undu koode......alla pinne..	positive	Ninga polik ikka namma undu koode......alla pinne..
610	610	Asoooya thonua ikka...  Ikkka nigalu Maass aanu	positive	Asooya thonua ikka... Ikkka nigalu Maass aanu
611	611	Innaleyaaane kandath super Padam..... ellarum famlyaaayi poyi kanan super abinayam	positive	Innaleyaaane kandath super Padam..... ellarum famlyaaayi poyi kanan super abinayam
612	612	Masss katta waiting Ikka rajuettan fans	positive	Masss katta waiting Ikka rajuettan fans
613	613	Dislike adicheverk oke ente vaka Nadu virel  pranamem	negative	Dislike adicheverk oke ente vaka Nadu viral praname
614	614	2019 eattande um ikkade um thanne anu makkale....	positive	2019 eattande um ikkade um thanne anu makkale....
615	615	ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu	positive	ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu
616	616	2019 Mammokka angeduthunnu parayan paranju.	positive	2019 Mammokka angeduthunnu parayan paranju.
617	617	Jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath... waiting lalattan fans	positive	Jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath... waiting lalattan fans
618	618	Sahoo movie BGM copy pole undallo 🤔🤔🤔	neutral	Sahoo movie BGM copy pole undallo 🤔🤔🤔
619	619	Unniyettan Polichuu.Unni Mukundan Fans Like Here	positive	Unniyettan Polichuu.Unni Mukundan Fans Like Here
620	620	Ee padathien ethra Kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila...nthin pakuthi polum ilaaa	negative	Ee padathien ethra Kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila...nthin pakuthi polum ilaaa
621	621	Adi poli ini relees aayal mathi	positive	Adipoli in release ayal mathi
622	622	ethil pritvi kanum en manas parayunnu	positive	ethil pritvi kanum en manas parayunnu
623	623	Superb ikka njn oru ettan ഫാൻ	positive	Superb ikka njn oru ettan fan
624	624	eth theatre allaam onn  kulukkum	positive	eth theater allaam onn kulukkum
625	625	Rajuettan making super...ini padam koode super hit aya mathi	positive	Rajuettan making super...ini padam koode super hit aya mathi
626	626	KATTA WAITING  ////./../// FOR  LALETTANSZZZZ MAGIC.....	positive	KATTA WAITING ////./../// FOR LALETTANSZZZZ MAGIC.....
627	627	Ente ponno oru rkshayum illa	positive	Ente ponno oru rkshayum illa
628	628	1 divasam 3l kudutal tavane kanunavar arokke und	positive	1 divasam 3l kudutal tavane kanunavar arokke und
629	629	Mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaaa  storong 999	positive	Mammukka ningale kurich onnum parayanilla with enth avasanathe vakkaaa storong 999
630	630	Idoru unddaaa padam thanne avum 🤣🤣🤣🤣	negative	Idoru unddaaa padam thanne avum 🤣🤣🤣🤣
631	631	Ente ponnikka ingal enna monj aane	positive	Ente ponnikka ingal enna monj aane
632	632	No words dileepettaaa... best actor and janapriya nayakan beautiful trailer	positive	No words dileepettaaa... best actor and janapriya nayakan beautiful trailer
633	633	L2  EMPURAN LOADING SOON..KALLI THEERNILLA MAKKALLE .	positive	L2 EMPURAAN LOADING SOON..KALLI THE PERNILLA MAKKALLE .
634	634	Prayaththe vellunna meyazhakkam ulla nadanan megastar.prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath	positive	Prayaththe vellunna meyazhakkam ulla nadanan megastar.prayam maranulla aareyum athishayippikkunna actions aan enikk eetavum koodhuthal ishtappettath
