	sentence	sentiment
1078	aadhyamayittanu oru nmalayala sinimayude trailer ithrayum dhivasam trendingil nilkkunnath !	positive
1079	Kandirikum..december season jayettan lelathil angu pidichunu paranjekk kta..jayasurya fans oru like adiche....	positive
1080	daivame chadichooo copy sundaran analloooo  ini enthellaam kaananam	negative
1081	Trailer Kandal ariyam super hit aakum	positive
1082	Dislike adicha makkale okke onn kaanendi varum	negative
1083	V A sree kumar is indian film joker in malayalam industry fool poda sree kumari myre poyi chavada vatta	negative
1084	Trailer releasin munpe vann dislike adich pokunna kure vaanangal... 🤐 antha bayam irkattum...	negative
1085	lalettante mass kanam vannavar mathram  adiikku  like#latettan poli	positive
1086	Its wanaah great¥€¥ polichu laalettan chankanu chankidippanu lalettaan	positive
1087	രോമാഞ്ചം     ഇതാണ്  real megastar ilove mammukka	positive
1088	Mammooka ingalu powli anu ... Waiting	positive
1089	Inganoru adaar trailer kanditt dislike adikkan aarkka thonnukaa...even the haters cannot...ikka superb🤩	positive
1090	Havy Trailer enikkoru 10 like  Tharp	positive
1091	Idivett trailer . Mammukka ennum njangalde swantham	positive
1092	lalettan annum innum kolla mass  ejjathi feel	positive
1093	Prithvirajnte movie alle...Appol aa oru standard prathikeshikam.... Trailer kalakki	positive
1094	Marakkar polichadukkum Mone kando laletta Love you	positive
1095	IAM LALETTAN fan but  Mammokka us marana mass	positive
1096	Padam muzhuvan trailer il thanne indalla	neutral
1097	Nala movie aayirunu..ottum flexible alaatha lalettann edhin onum patilaa..meesha pirii role thanaal ok	negative
1098	Ntammo ikka pwolichu  Padam kidu Aayirikkum	positive
1099	2.k dislikes. Nthonadey nallathine nallath enn parayanam. Kayakulam kochuniye kall Kollam	negative
1100	Pwli pwli entammoooo reksha illa marana mass Ettan pakka masss	positive
1101	Trailer ethra thavana kandunn oorma ollavarundo....kandittum kandittum mathiyaavunnillaa....ikkaa	positive
1102	Katta waiting mone aganeyenkilum 8or clock aayikundenkil	positive
1103	vishuvinu     padakkam kittathe  iriikayirunnu... ikkayudepadakkam vannappo santhoshaaayi	negative
1104	Katta Waiting..... Suraj Ettanteyum Saubin Sahirinteyum... Vere Level Comady Film Aaavaam	positive
1105	Kanditt oru 10 Kollam mumbu irangiyenkil Hit aakenda item pole thonni... Anyways all the best Team TP	neutral
1106	Polich  .   Best film in 2019	positive
1107	ithu tanda mammoty. late aayi vandhalum latest  aayi vanthiduve da	positive
1108	Dislike adikunavanmaruda oru thandakku vili varavu vechakke	negative
1109	Luccifer trailerinu 10 millionilethicha. Editarmaarile pon sooryan	positive
1110	Mammokka nigalude hardworkinu nalla vijayam thane kittum	positive
1111	Ntey mashey...... Sammadikoollalley ikka fan akann......	positive
1112	Fuckin hell !! Kalakki mone !	neutral
1113	Endhinaa makkale kooduthal aa varavoru varavaraaan mmle swandham ikka	positive
1114	Ee onam ini arum nokkandaa ettan parayan paranju	positive
1115	Trailer rum teaser rum Vidal cinema eganeya endho. Chilayidathokke VELLIMOOGA FEEL kittyavarokke adikkeda like	neutral
1116	bilalainu david nainanu undaya nalla kolakolli item	positive
1117	eda rithwik nine njan theriparjilaloo ennitt ninte samkkaram kanichuvale f fff .valarthu dhosham nint ppp	negative
1118	Trailer superb but odiyanum inganaarnnu	neutral
1119	pinne JAPAN ne kurich parayanda ...nalu BENGALIKAL ninn randu sidelnn mannu valichu kadalilekk ittal theeravunnathe ullu	neutral
1120	13 minutes 94k viewers  ith polikkum	positive
1121	Ithoru powli powlikkum ikka marana mass.	positive
1122	Ithu vere oru cinema aakiya mathiyayirinnu. This is nothing at all like pokkiriraja	neutral
1123	Ithu vere level aane makkale.	positive
1124	KANJI CHODHICHU INI ARUM VARARUTH ASSAL BIRIYANI THANNE ANGU THANNU VITTITTUNDENNU PARANJEKKU	positive
1125	Ithoru onn onnara item thanne  Love u mammoookaaa	positive
1126	Ithinidakk 2 pearum dislike paniyum kashttam	negative
1127	1:23 ee shot repeat adich theatre il enganirikkum enn alojich romanjam konda etra perond	positive
1128	Ethokke aranavo unlike adikkuneeee.. .Aaaa Freak pennu song like adichavar analley	negative
1129	Kalakkan kidu marana mass mammukka pwolikyum	positive
1130	Aadyayitta oru comment vidune video kandaal aarum onnu comment ittupovum	positive
1131	lalettan kalakki.....polich...... ithine vellan oru madhurarjayude treaserinum pattilla	positive
1132	Surajinu ee vesham okkea kodukaathe..athraku prayam onnumilla ee manusysnu..	neutral
1133	Chekkan ennaa look aahh..  Tovi ishtam	positive
1134	Cinema kand vannathin shesham trailer onnoodi kanumbo adipoli feel	positive
1135	Dislike adikkunna aalukal nthayalum nalla thanthakk pirannavaralla...angane ulla shikandikalkk ente naduviral pranamam	negative
1136	Lalettande Innathe level kande asooyade kuru pottiyavammarde 5.1K dislike	negative
1137	Dislike cheyunavare odiyan urumbu kadikunathu ayrikum .	negative
1138	2010 annum 2019 eenu raja super   aanu	positive
1139	Romam oke eneetu ninnu salute chyum	positive
1140	Wow ikka Oru rakshayum illa	positive
1141	trailer pwolichu.mammukka kalaki but bgm kurachukudi adipwoli akarnnu	positive
1142	Mammottykku  mathram oru Nalla padavum illa	negative
1143	BGM ejjathi...romancham...athine pati adhikam paranju kandilla	positive
1144	kalakki ikka ith adar item arikkum	positive
1145	Ethinu unlike adicha haters movie release akumbooo kandam vazi odan rediyayikkkooooooo....ettan fan....	negative
1146	Appo lucifer  theernnu.lalettaa varunnathu RAAJAyaanu MEGA star MAMMOOTTYude MADHURARAAJA	positive
1147	Eee muvie supperb aavumnnu urappullavar like hear	positive
1148	ingerum verum myran aan padukilavan mammooty myran	negative
1149	Laletta inghal pande vera level aah...pande nenjil kond nadakunaathaa ente swantham lalettaneLub uh laletta	positive
1150	Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...	positive
1151	Ithu oru  onnonnara  item aayi poi..	positive
1152	ithenthonna ithra valiya traileronnuallallo....oru saada chalikal neracha ippo adhikavum kand varunna type trailer	negative
1153	Unlike itta ororutharkum Ulla adiyakatte ivde idunna like nu	negative
1154	Ente Peru Chodikkaathe eduthathil paribhavamilla ketto..  Cinema super aanenn trailer kandappol thanne manassilaayii	positive
1155	Ithrayadhikam dislikes...... really ashaming... vallathoru manass	negative
1156	Ithenthaa pinnem pinnem kaanan thonnune.. Ejaathi addicted	positive
1157	Puram thudangan eni minutugal mathram bhakki	positive
1158	Lalettan powlich..   love you laletta	positive
1159	Aiwaaa... aaa last scene.... ente ponney ejjaathi trailer	positive
1160	Dislike adicha Ella achanillathavarkkum nadu viral pranamam	negative
1161	Laleta you are a sensation and pritvi cheta you are a genius	positive
1162	Last 8 sec ufff injaathi ikka ingal poliyatta	positive
1163	Njn lalettan fan okke thanneya...but ikkeede aduthuunnu adutha oru pulimurugan pratheekshikkunnu	positive
1164	Ithu 100cr ennu parayunnavar like adiku	positive
1165	Njanum ente pillarum stronga double strong Alla tripple strong	positive
1166	Keralathil kingum devilum godum ellam ettananu ..this is mohanlalwood	positive
1167	Trailer crisp akaamayirunnu..too much aayi poyi..	negative
1168	27k dis like athinu mathram enthu kuravanu ningal ea teasaril kandathu	negative
1169	Bgm nalla parijayam undallo...evidunnalem saggathi polichu	neutral
1170	Mass trailer kidu bgm ikka thakarthu.	positive
1171	Itinum dislike adikkan aalundallo...nallatine angeegarikkan padikk... duranthangal...	negative
1172	Thalaivaaaaa  views nokan ratri 2manik alaramvechenitu rajada pillaru ട്രിപ്പിൾ stronganu theliyikum wait	positive
1173	Ith item kollallo.. variety anu.. sambhavam kidukkum	positive
1174	Eattavum miss cheyyunnathu prithviraj	neutral
1175	Ente ponnu ikka nigal vere level aanu	positive
1176	Ittichaya aa pothirachi dilogue....... noominu angu bheshayi istaayii...anyway achayan marennu paranjal athu oru bhaagyama....	positive
1177	Poli.... Ikkakk 20 yrs age kurangath pole... Enna looka	positive
1178	Ikkayude kali mollywood kaanaan pokunnathe ullu. Maamangam	positive
1179	Chakkasivandha vanam  line...  thonnal mathram aavatte... athrakkk oru budhiyillatharam kaattilla rajuvettan.... katta waiting.... lalettan rajuvettan ishtam...	neutral
1180	Sherikkum il prithvirajinte koravu enthayalum undavum	neutral
1181	Salimkumar comedy verupikkum enna kariyathil urappayyi	negative
1182	ikkade ethu videoyum trendingill undaavum athu 1m mugalill views	positive
1183	Sathyam paranja valya punch onum kittila..	neutral
1184	Mammookka polikkum enn urappullavar adi like. Njn like adikkunnuuu	positive
1185	kidu padam jst watched ponnikka ingala maranamass aanu	positive
1186	Trailer vijaricha athra oru gum aayila le...Saramila padam nannayal mathi..	neutral
1187	Ee maha avataratte nerkku ner illadakkan marakkar padu pedolo ishwaraa..  1:17 bgm	positive
1188	Trailer kollam.... But Oru Telugu padam pole irikanu... Enthayalum oru action packed mass padam aayirikum	neutral
1189	Romaanja kanjuka kunjukamaay... The BOss Of MollYwooD....	positive
1190	heavy ennu paranja pora.. athukkum mele...	positive
1191	EMPURAANum ithum koodi orumichu release cheyyanam.... Pwoliyarikkum.	positive
1192	lub u lub u..... Laletta ..... L... U... C.... I... F... A.....R.	positive
1193	Amboo polichuu ikkaa pwolikum film	positive
1194	Oru bhanndhavum illatha thani malayalam trailerukale polichichadukkiya trailer.	positive
1195	TGFnum masterpiecenum shesham adutha vvan hit aakan pokkunna film	positive
1196	Ikkakyu lalettan fans nte Aashamsaghal	positive
1197	Njan oru katta laletten fana but ith pwolichu alla ith pwolikum	positive
1198	ithiri ponna commediane ozhivakki selective akoo laletta..	neutral
1199	Sound l endo oru mistake ulla pole thonni...  Enikk matram ano??!!	neutral
1200	Oru rakshayum illa..joli kazhin ksheenichirangiya enik ippo oru energy okke thonunu.. #Mamangam	positive
1201	Best actor film evdeyo keri varunnu	neutral
1202	85 minutes more nta Ikka ya kanan	positive
1203	Kandittum kandittum mathivarunnilla ..entho oru magic trailer I'll und..appo filim ethanennu uhikan pattunilla	positive
1204	Ijadhi Powli Trailer  Mammookka Katta Kiduve  BGM Vere Level	positive
1205	Mass okeyanu... Over akathirunna mathyarnu... Malayalathil oru mass police Padam kandit ethra kalayi... Minnichekane...	neutral
1206	Endammooo . Kidukachi Item . Mohanlal Fans Like adich polichek	positive
1207	Natmmooo. Oru raksemm teaser ulla problems oke ozhivaki	positive
1208	Big b model...  Ikka fans hit like	positive
1209	lallettta mass kola mass still waiting	positive
1210	Masann enn paranjal marana mass ith polikum	positive
1211	Spr item rajuettan nalla making Lalettante karyam parayandallo	positive
1212	Mammukka	positive
1213	ITHU ORU ONN ONNARA ITEM AANEEE	positive
1214	Suraj Ettan nn kuruch koodi screen time kodukayirinu... Prithiviraj de direction reference kaliki  Overall pwoli padam	positive
1215	As 15k dislike itavarod aranenokke mansilayi oru choddyam       Nanam undo	negative
1216	Ippozhum #1 trending   Ikka enna summava	positive
1217	Kandappo  oru  kuliru  keri  mone🤗.  Ningalkkum  vannengil  like  here	positive
1218	Ee padam pwolikkum pwoli teaser teaser...	positive
1219	Annum innum ennum rajade pilleru triple strongaaa.....uyirdaaaa	positive
1220	Marana mass kettitellu. Eppam kandu.  Prithi & lalettan combo polikuumm	positive
1221	Njanentha ipam kande... Ivide enna oru BGM	positive
1222	Eth pokirirajayo pulimurakano atho lucifero ellam mix cheythittundello koode rajani dialogue um	neutral
1223	Ithinu dis like adichavarude manasika nila thettiyirikkuva.. Trailer kidilan Oru rekshayum illa	negative
1224	Endokke ayerunnu.... Lag padam... Monee shree	negative
1225	Screen presence il mass kanikaan mammukka kazhinjitte mattaarum	positive
1226	Luciferine malarthi adikkaan RAJA vannu makkale	positive
1227	Erangunnathinu munbu Thane 4.2k like aayi trailern	positive
1228	Dislike adicha mahanmare cinema erangumbo kananam	negative
1229	Adar Trailer ......summer mass entertainer thanne aayirikum enn pratheekshikunnu......	positive
1230	കുരു കുറെ എണ്ണത്തിനു പൊട്ടുനീണ്ടു  ...trailer upload avunathinu munbe thane 3k+ dislike ayiii....Ntha cheyale rodhanam	negative
1231	Ithil mammookakk role undo. Motham aa pilleraya kaniche mammokka mass	neutral
1232	Trailer kandu for sunny leone and mammokka	positive
1233	Twist enthaanenn trailer kandappol thanne manassilaayi	negative
1234	Dis like adikkan kure myranmar vannolum	negative
1235	Nalla movie aanu ellarum kananam surajettam pwolichu. Nalla oru massage thanna movie.	positive
1236	All the best lalletta  oru katta Messi & ikka fan	positive
1237	sukurthukkale enikk oru karyave parayanollu dis like adichum aavishyam illatha troll paranjum veruppikkalle nammade swathalle lalettan nammal malayalikalude abhimanamalle	positive
1238	rajuvettan lalletan hit kazingi ini rajuvettan mammoka hit rajuvettan ishtam🥰	positive
1239	Ithu kaanumbo aanau triple strong okke edthu kinattil idaan thonnane.....Lucifer	negative
1240	Title il Suraj ettante peru vekkaathath moshaayipoyi..	negative
1241	Entammoo... Serikum romancham. Lalettaaa	positive
1242	nama hero december 12 wait & see  mamamaga maha magam kankulirke kandoli the face of Indian cinima	positive
1243	Madhura raja....kandadhil vechu adipoli thagarppan movie...mammukka	positive
1244	ayye mechalla    Lucifer daa   Lalettan fan like adi	neutral
1245	Njan Lalettan fan aaanu. Athukondu thanne parayua. Comment adichu Nammal odiyan aaakinmattanda. Padam kudu aaavum. Coz this is mohanlal	positive
1246	Maranamass padam....Padam kandittum njan thaa trailer kaanunnu	positive
1247	Dileepetan and nadirshaikka .sideeqikka itu pwolikum .dieelpetan snehikunnavar like adichu poyikolu	positive
1248	Ikka kathirikunuuuuu orupadu predhishyodaii madhura Raj valiy vijayum kaikolatai annu ashamsikunu	positive
1249	26K malaghamar dislike adichirikkunnu....Sahikkanjittanu vere onnumalla.....kashtam....dhaivathinte sontham nadu	negative
1250	Njan aarudeyum fan alla Annalum eth madurarajayekkal hit aakum orapp	positive
1251	Ikkas padakkam number 04 of 2018 loading	negative
1252	pinne ee japaane kond oonum parayanda ........ sirich sirich chathu	positive
1253	ith oru ononara muthalaa ...lalettan.....katta waitingg	positive
1254	Vannu kannu mone poliyalla marana mass da ikkaa love you	positive
1255	Adhyam Cheka chivandha vaanam polae thonni....pinne maari  Vivek oberoi....spl aayi thonni	positive
1256	Vere level ..  cinema aakum. Ithu	positive
1257	Superb     Katta suppor  By         Ettan fans	positive
1258	Enna oru feel olla trailer	positive
1259	Kiddu trailer ....last momukka oduna scene pwolichu.nala ore visual treat avatay mamagam....	positive
1260	Bgm uff  narasimham  feel	positive
1261	Oru rakshela padathin vendi katta waiting	positive
1262	Keralathinteyom madhurayodeyom Raja nammode swantham ikka	positive
1263	Mohan Lal ayirunnenkil super ayene ..ithu chapli ayi poyi...	negative
1264	Cinemakku vallathum baaki vachitundu trailer cheta...	neutral
1265	Padachooone....BGM..kett vaaa polich poyath njn mathram aaahno.?	positive
1266	Muruka nee theernada'  ini odiyan jaalam	positive
1267	BG Music nammude CIA yude BGM pole undalo 🤔	neutral
1268	Mohanlal fans nte oru gadikedu Ithokke theater el poyi kaanaade	negative
1269	Social media vazhi paranju perippichu raju. .	negative
1270	Ben johnson mani police was soopr.  Idikkokke enna weightaa. Tovino pora	neutral
1271	Ente ponno ithreyum kathu irunne trailer vere illa ikka uyir	positive
1272	Jayasurya pandathetilum poliyali enn tonniyatu enikk maatramanno	positive
1273	Dislike adichavan maarude nenjathu irikkatte ente like THENDIKAL	negative
1274	Lvl trailer Raju etta polich Odiyan ondakkiya chethapperu marum enn urappayi Good work	positive
1275	First show kanum enn urappullavar like adi	positive
1276	28 lucifer release ente bday pwoli	positive
1277	Film kandu..mikacha chithram..mohanlal manju warier magic..	positive
1278	rajuvettan marana mass .....laletan kola mass	positive
1279	NEXT MASS HIT OF LALETTAN...MARANA MASS HIT	positive
1280	Ikka uyir aane ennullvar like adikk machaanmaree 🥰🥰	positive
1281	Bahubaliyumayi kattakk nikkan pattiya padam. Mammmookka U are still young	positive
