sentence	sentiment	lang_of_words
@KChiruTweets Cinema ranganniki chesadu , kani samanya prajanikaniki emi cheyyaledhu ... Anduke Muncipal Elections lo muncipality chettha tho patu visiresaru ... Mee kadupu nindindhi gaa , haayga nidrapondi ... Enduku raithula meedha cinema teesthavu .. raithulaki kastam vasthe ekkanda kanapadav	positive	['univ', 'en', 'te', 'te', 'univ', 'ne', 'ne', 'te', 'te', 'te', 'univ', 'te', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'univ', 'te', 'te', 'te', 'te', 'te']
@bandisanjay_bjp Waaaqqqqw thuuuuu . Neellu vachetivi nee kallaki kanipivatledara . Siggulekunda matalu matladutharu ..	negative	['univ', 'en', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'univ']
Sorry bro Video skip chestunna E movie Naku chaala ante chala bagha nachindhi ❣ ️	positive	['en', 'en', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'ne', 'ne', 'te', 'univ', 'univ']
Sai Anna review ivvatam kudaraledu . Anduke ala	neutral	['ne', 'te', 'en', 'te', 'te', 'univ', 'te', 'te']
Kalo beli yang warna itu je olshop luar negeri bisa ga ya Warnanya cakep banget anjir lajsjsjaj gue ngejar banget , warna di merk lain ga nemu yang bener bener pas	positive	['te', 'te', 'en', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'en', 'te', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'univ', 'ne', 'te', 'en', 'en', 'te', 'te', 'en', 'en', 'en', 'en']
Boring movie . Krack was best more then this movie	negative	['en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
Yeah . Venky atluri . Direction 3 movies same concept 's never change Jest change only person 's To . boring 🙄	negative	['en', 'univ', 'ne', 'te', 'univ', 'en', 'univ', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'en', 'univ', 'en', 'univ']
Ilati manchi pani mana 2telugu states lo ee CM ayina chesada ... Cases hide cheyatam , corruption thappa em ledhu ikkada 😑 😑	positive	['ne', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'en', 'te', 'te', 'univ', 'en', 'en', 'te', 'univ', 'en', 'te', 'te', 'te', 'te', 'univ', 'univ']
@Sai_AA_ @balu_AADHF @DpAadhf Mee nps kante adhe better le ra hayiga padukovacchu	positive	['univ', 'univ', 'univ', 'te', 'en', 'te', 'te', 'en', 'ne', 'te', 'te', 'te']
This is telugu channel or English 🤣 🤣	neutral	['en', 'en', 'te', 'en', 'en', 'ne', 'univ', 'univ']
Excellent hosting .. Athiyana Doola teerindi .. ne mushti mohanki cup ekkuva pakkaki po Athiyana #JusticeForAriyana	negative	['en', 'en', 'univ', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'univ']
@anvesh_anny Pk peru vintene bayamtho చస్తారు ... gelichina vallani qun chese dammu undadu ... hits levantunnav kada .. lekunna mimmalni nidra lekundaa edchela chestunnadu ... idi chalada ayana craze ento cheppadaniki .... chillar gaa prathi vishyamlo politics thistaru	negative	['univ', 'en', 'te', 'te', 'te', 'en', 'univ', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'en', 'te']
Excellent Episode Ending bhagndi aa BG score chaala bhagndi eagerly waiting for ep4 23rd may 10 AM #30Weds21	positive	['en', 'en', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'en', 'en', 'ne', 'univ', 'en', 'univ', 'en', 'univ']
@pottipuka @babayi_abbayi @pranayk84990 @K_Rishi_kumar @DQ_Insane @RusthumHere #dyper ki 150cr mabbuu gaddu baraju ki cheppi vesindhi poyi mabbu gadi modda guduvu ra	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'ne', 'univ', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
Clear ga out ani telusu velipovachu kadha siggu lekundaa akade wait Enduku chestunadu	negative	['en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te']
Endii anna nuv telugu kanna English aa ekkuva matladuthunnav asalu naaku em ardam kale . 🤦‍♂️ 🤦‍♂️ 🤦‍♂️	positive	['te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'univ']
@ThatipamulaL Arey vedhava sai Kiran gaa .. meeku iyya saatha kadu .. state ichina dhanni kuda mee kathalo etla vesukutunnaru Ra .. sigu lekundaa .. nee puttuka nijayathi aithe prove cheyyi Ra .. em bhathuku Ra .. needhi . burudala p * * * * i batuku needhi same Ra .	negative	['univ', 'te', 'te', 'ne', 'ne', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'univ', 'te', 'univ', 'te', 'en', 'univ', 'univ', 'univ', 'univ', 'en', 'te', 'te', 'te', 'te', 'univ']
@Koratala_fan correct time ki entry ichavga 😁 😁	positive	['univ', 'en', 'en', 'ne', 'en', 'te', 'univ', 'univ']
@SunRisers @BhuviOfficial @VVSLaxman281 ne erripooku ga nuv adu ochi cheta nakodaka nuv Warner madda guduv panikiosthav	negative	['univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te']
Enni movies vachinna ee roteen story ela teestaru babu	negative	['te', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'ne']
Deenikanna chaala better , atleast that film was some what engaging	negative	['te', 'te', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
@GaneshMahesh007 @PrasadViller @netaji27075646 @Bhaagi_ @netaji53882835 @urstrulyMahesh @PawanKalyan Nee Amma Guddalo Kama Kukka mabbu Gadu Nee Amma Tho Farmhouse Lo BumchikBum Anta Kadara Chellani Chillara Broker mabbuu Lanjakodaka Ninnu Nee Ammani Padesi Pandhulu Denga @GaneshMahesh007	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
Babu meku english vachu memu vopukuntamu koncham telugu lo matalandi	negative	['ne', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
Anna lighting and visuals medha okka video cheyandhi	positive	['te', 'en', 'en', 'en', 'te', 'te', 'en', 'te']
Mari chethaga em ledu le sis ... Baavundi 😃 😁	negative	['te', 'te', 'te', 'te', 'ne', 'en', 'univ', 'te', 'univ', 'univ']
@GaneshMahesh007 @MenteSowjanya @DSK_ROAR @deepakreddy1111 @BJP4India Bagath Singh Photo Dp pettukoni Ladies ni Thappuga matlade Sigguleni Lamdi Kodukulu kuda mana India lo vundatam mana Karma , Political Society param gaa matladaleni chetha janma endhuku niku WE ARE INDIANS behave PRUODLY not like this Pls Brother chivaraga chi Thu Yak Yedhava	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'ne', 'ne', 'en', 'univ', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'ne', 'ne', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'te', 'te', 'en', 'ne', 'te']
@SudheerPala9999 @tauseefNTR_ Areyyy puka live lo annadhe sariga vinara . Ekkada negitive gaa cmnt cheyaledhuu vasthey plus vuntundhe minus vuntundhe annadu ra . Ne lanti chetha na dash gallu dhanni meku kavalsina meanings lo vadukuntunaru . Aiena Nandamuri family lo evadu inkokadini chusi bhayapadaru ra erriii .	negative	['univ', 'univ', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'univ', 'te', 'en', 'te', 'en', 'te', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'ne', 'ne', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
@Sreenu089 @RcCult4ever Eroju Trigger chey cheppamani chepthadu Manchodu Anna Vaadu 😁 Okavela Chepthe . nannu add chey Group . lo	positive	['univ', 'univ', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'univ', 'te', 'en', 'te', 'en', 'univ', 'te']
@CultFanIkkada @Nandu_4EverPK @Darling19918910 @LoneBerserker01 @BobbY_11_9 Proofs anesariki siggu lekundaa onak replies okati am lavda lo DLM brathuku ra nidhi thu 💦	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ']
@Nareshkumar_999 Mundhu velli mi kojja gadini Delhi lo dekatle ani retweet lu kotrukintuandu .. sigu lazza vodhielsi .... vadini sanka nakandii first	negative	['univ', 'te', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'te', 'en', 'te', 'univ', 'te', 'te', 'te', 'en']
THYview anedi Chanel Peru matrame kadu It ’ s a brand . .	positive	['en', 'te', 'en', 'te', 'te', 'te', 'en', 'univ', 'en', 'en', 'en', 'univ', 'univ']
Baalu gaari meeda oka video kaavaali	neutral	['te', 'te', 'te', 'te', 'en', 'te']
Mee uppena review chusaka . mee reviews ante dought vasthundhi . I Hope this review is genuine .	negative	['te', 'te', 'en', 'te', 'univ', 'te', 'en', 'te', 'en', 'te', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ']
Bro Voice Dell ga Undi Emti bro . .	neutral	['ne', 'en', 'en', 'te', 'te', 'te', 'en', 'univ', 'univ']
Some malayalees also there . like me . lol 😂 😂	neutral	['en', 'en', 'en', 'en', 'univ', 'en', 'en', 'univ', 'en', 'univ', 'univ']
Best . Comedy . Only . Super . Unna badalu marichipovachu .	positive	['en', 'univ', 'en', 'univ', 'en', 'univ', 'en', 'univ', 'te', 'te', 'te', 'univ']
Bhayya Miru Bhoomi movie chudalsindhi	neutral	['ne', 'ne', 'te', 'en', 'te']
Premiere show lu em Lev ga bayya . konchem late avtadi	neutral	['en', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'te']
Mothaniki mugguru 3 movies . good team work	negative	['te', 'te', 'univ', 'en', 'univ', 'en', 'en', 'en']
MAKU OKA MATTER ARTHAM AITHALEDHU MIRU US LO UNNA MATTER MAKU AVASARAMA , AKKADA KATHA JARIGECHOTA VARSHAM KODITHE CINIMALLO VARSHAM CHUPINCHALA . MI PERSONAL OPINION NI , INTILIGENCE NI MA MIDHA ENDHUKU RUDDHUTHUNNARU .	negative	['ne', 'te', 'en', 'en', 'ne', 'ne', 'en', 'univ', 'univ', 'univ', 'univ', 'ne', 'univ', 'univ', 'univ', 'te', 'en', 'en', 'en', 'univ', 'univ', 'univ', 'te', 'en', 'univ', 'univ', 'univ', 'univ', 'ne', 'ne', 'univ', 'univ', 'ne', 'univ']
Nuvvu velli movie thiyyara akastam telusthundhi	negative	['te', 'te', 'en', 'te', 'te', 'te']
@HemanthKumarbn7 @PawanKalyan Inni telisina meeru pk ki mabuu gaduu competitor ani yela anukuntaroo 😂 😂	negative	['univ', 'univ', 'te', 'te', 'te', 'en', 'ne', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'univ']
You ca n't write a better script than this . It 's fabulous , nothing can beat this narration .	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'univ', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ']
@TylerDurden_ First mee package anna ni question cheyandra inkenni parties support cheyalani memu , bjp govt covid handling lo utterflop aina sigguu lekundaa inka bjp ki support chesthunnaru , malli meerochi maaku neethulu chepadam entra package babulu	negative	['univ', 'en', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'univ', 'univ', 'en', 'ne', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'univ', 'ne', 'en', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
@Sarika__reddy Hayiga navvistharu ga ......... meeku em ayyindhi	positive	['univ', 'te', 'te', 'te', 'univ', 'te', 'te', 'te']
Telugu lo em name bro	neutral	['te', 'te', 'te', 'te', 'en']
@em_leo_ aetekaf k bad me chilla p chaalaa jaaun gaa tabhleegi jamat k sath 😇 😂	negative	['univ', 'en', 'te', 'en', 'en', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'ne', 'univ', 'univ']
Movie chusi ee review ela undo cheppu bro chudakunda interest poindi ante ela	negative	['en', 'te', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te']
Relatives lo first case . Peddamma tested +ve 🏃 🏃 🏃 Condition chaala baghundhi le 👍	positive	['en', 'te', 'en', 'en', 'univ', 'te', 'en', 'univ', 'univ', 'univ', 'univ', 'en', 'te', 'te', 'ne', 'univ']
Binny gadi sanka naakandi ra iddaru @ajinkyarahane88 @tripathi	negative	['ne', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ']
Bro I wa awaiting for your review from the sec u posted it on twitter . but your review is like film TENET em ardham kaledu	neutral	['ne', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'te', 'te', 'te']
Veedi moham chusi mve ki yavaru vellaru , Anduloki mve baledhantee inka reviews kuda chudanavaram ledhuu 😂 😂 🙏	positive	['te', 'te', 'te', 'ne', 'ne', 'te', 'te', 'univ', 'en', 'ne', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'univ', 'univ']
I hope even nagarjuna 's wild dog movie also releases in may	neutral	['en', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'ne']
We are waiting for Aranya movie review	neutral	['en', 'en', 'en', 'en', 'ne', 'en', 'en']
Aranya Is Gem Mvi ❤ ️ ! Truly Parbhu solomon Mark Mvi 😘 Rana , And Vishnu Vishal mass 🔥 🌃	positive	['ne', 'en', 'en', 'te', 'univ', 'univ', 'univ', 'ne', 'te', 'en', 'en', 'te', 'univ', 'te', 'univ', 'en', 'en', 'te', 'en', 'univ', 'univ']
Emosiiii banget ga sih liatnya ya Allah 🤦‍♀️ Harus banyak banyak istighfar kalau liat kelakuan Chilla kadang tuh , udah punya bowl sendiri malah ngekobok kobok air di gelas 😭	negative	['te', 'en', 'te', 'ne', 'ne', 'ne', 'te', 'univ', 'en', 'te', 'en', 'en', 'en', 'en', 'ne', 'te', 'en', 'en', 'univ', 'ne', 'ne', 'en', 'ne', 'te', 'en', 'en', 'en', 'te', 'ne', 'univ']
Some of the scenes inspired from Sethupathi movie . just an observation . Happy for the hit . 🎉 🎉	positive	['en', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'univ', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ']
@bunnykijAAnn @china Em vasthadi badha padthe ? Okavela next vache vadu manchodu aythe ? Past gurinchi alochinchi Oka sari badha , future gurinchi alochinchi Oka sari badha . Endhuku Evi Ani , 10rs Maggie konu koni cheskoni thinni happy gaa songs vinu	positive	['univ', 'univ', 'te', 'te', 'te', 'te', 'univ', 'te', 'en', 'te', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'univ', 'univ', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te']
@AAVK999 Done accepted . Kukatpally market Kerala market for our heroes akkada ochedi chillar eh ga	negative	['univ', 'en', 'en', 'univ', 'en', 'en', 'te', 'en', 'en', 'en', 'en', 'te', 'te', 'en', 'te', 'te']
@Balu _ M9 me also bro die heard fan	positive	['univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en']
Neenu movie ki Valla nu bro but bad luck tickets dorakadam leedhu keeka response in our area 🙏 🙏	positive	['te', 'en', 'ne', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'te', 'te', 'te', 'en', 'en', 'en', 'en', 'univ', 'univ']
Chalaa expect chesa bro adho ala velliponendhi movie 🙄 but Bus lo comedy seen 😁 😂 😂 highlight nani villain role 👌 👌 and first and second fight scenes 👌 👌 c * Kk . Normal aa . kottanu ki chudachu konchem interesting gaa ala . chudachu . Nani acting 😘 😘	positive	['te', 'en', 'te', 'en', 'te', 'te', 'te', 'en', 'univ', 'en', 'en', 'te', 'en', 'te', 'univ', 'univ', 'univ', 'en', 'te', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'en', 'univ', 'en', 'univ', 'en', 'te', 'univ', 'te', 'ne', 'te', 'en', 'en', 'te', 'te', 'univ', 'te', 'univ', 'te', 'en', 'univ', 'univ']
Inka date em reveal cheyyale bro	neutral	['te', 'te', 'te', 'en', 'te', 'en']
@urstrulysuhas_ @urstrulyDHFSSMB @shashii033 @urstrulyMahesh @alluarjun Evvadu cheppadu andharu galla ki vote veyandi anadu indirect gaaney antadu Ayina puk ga vaadiki guntur lo vote ekkado undi assalu common sense undha ra @urstrulyMahesh ilaa naa vote anatam lo ney ardham ayyipothudi 💦 💦 💦 💦 💦 Cheap tricks fake gaddu faded out	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'ne', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'ne', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'univ', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'en', 'en', 'te', 'te', 'en', 'en']
Bro waiting for your review , orey bujjiga review cheyyi bro	neutral	['en', 'en', 'en', 'en', 'en', 'univ', 'te', 'te', 'en', 'te', 'en']
Yaa i am watching this comment in all recent videos . ayina without regret he is still asking ! We should atleast support him for that	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
@Nandinikajalfan Evaru annaru akka . Nv manchi ga andaritho interct avuthav , manchii manchii editd chestunnav . Use ledani avarannaro cheppu . Cheptha valla pani . Nv dull ga undaku .. Keep smile akka . 🤗 😍 🤗 😍	positive	['univ', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'ne', 'te', 'univ', 'en', 'en', 'en', 'te', 'univ', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'univ', 'te', 'en', 'te', 'te', 'univ', 'en', 'en', 'te', 'univ', 'univ', 'univ', 'univ', 'univ']
Arai bhayaa nv Prabhu Solomon ne ok job antunava , nv thi elanti movie . .	negative	['ne', 'en', 'te', 'te', 'en', 'te', 'en', 'en', 'te', 'univ', 'te', 'te', 'te', 'en', 'univ', 'univ']
Rts adigithey likes kodtaru entra bewakoof , cheta nayala , laffoot gaa , waste na kodaka , Jaffa ga , siggundalraa 😹 😹 . No likes , only rts 🤸 🤸 🕺 🕺 #2DecadesOfNTREra || #KomaramBheemNTR || @tarak9999	negative	['en', 'te', 'en', 'te', 'te', 'en', 'univ', 'ne', 'te', 'univ', 'en', 'te', 'univ', 'te', 'te', 'te', 'univ', 'te', 'te', 'univ', 'te', 'univ', 'univ', 'univ', 'en', 'en', 'univ', 'en', 'en', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
Oka abbai life ammai valla struggle ayyi suscide cheskunte manchod Ade abbai suscide cheskokunda a a ammaini thidthe tappu abuse torture ani lucha matalu matlade pattitu ammailaki 🙏 🙏	positive	['te', 'te', 'en', 'te', 'te', 'en', 'te', 'en', 'te', 'ne', 'te', 'te', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ']
@Kushal06 @UV_Creations Ga nuvvu antha mandi cheta chepiste min first day 200 vastadi chepicha ra	negative	['univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'univ', 'te', 'te', 'te']
I am the first viewer	negative	['en', 'en', 'te', 'en', 'en']
Pushpa waitin Pushpa kosam wait chesevallu like	neutral	['ne', 'ne', 'ne', 'te', 'en', 'te', 'te']
Papam #Nimmagadda pitchi tittlu tittinchukunnadu #Govt cheta .. odipoganey surrender ayyadu ani tidtnaru Ee filtered flowers ilanti baatu batcha gallani lepestey automatic gaa gelustadu #NCBN	negative	['te', 'univ', 'te', 'te', 'te', 'univ', 'ne', 'univ', 'en', 'en', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'univ']
Bro Ram Pottineni gurinchi oka video theyandi	neutral	['ne', 'ne', 'te', 'te', 'te', 'en', 'te']
Bro nennu nammalemu bro nuvvu bagundhi ani cheppina cinemaa lu yenno naku chethaga anipinchai like kumbalangi nights , kavaludhari , . etc inka naku gurtuledu chaala ante chala cheta cinemaa lu meru suggest chesaru . Chusaka time bokka anipinchindhi	negative	['en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'univ', 'te', 'univ', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'ne', 'ne', 'te', 'te', 'en', 'te', 'univ', 'te', 'en', 'te', 'te']
Nuvu oka movie thesi choopira pilla nayala . mmalli Neku like Okati lowda lo	negative	['te', 'te', 'en', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te']
Anti anna nee voice lo akkado energy tagindi Anna konchem chusukoo nee health Gurinchi . .	neutral	['te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'univ']
I felt this remake is more beautiful than original ♥	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ']
Promotion lo part Ee adi	negative	['en', 'te', 'en', 'te', 'te']
@Eueu didi nandhi second half konchem lag anedhi nijame and konni logics miss ayyayi , but overall movies was better than all Allari naresh movie in recent times	positive	['univ', 'te', 'te', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'te', 'en', 'en', 'te', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'ne', 'en', 'en', 'en', 'en']
@Chandu23178926 @Tejas10580939 @Smuggler2_0 @alluarjun @urstrulyMahesh Pilla kutha gaa twitter ki nv kothaa anukunta andhukey ela telikuda matladuthunvu @alluarjun pedhaa koja mabbuu gaadu rooooooo puka telusuko inka nee pilla naaa _ _ _ _ _ gaa	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'en', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'ne', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'te']
